Source,Source Port,Destination,Destination Port,Interface id,Protocol,Epoch Arrival Time,Time shift for this packet,Time delta from previous captured frame,Time delta from previous displayed frame,Time since reference or first frame,Frame Number,Frame length on the wire,Frame length stored into the capture file,Total Length,Time to Live,Time data,Frame is marked,Version,Header Length,Reserved bit,Don't fragment,More fragments,Hardware Size,Protocol Size,Label
192.168.0.111,55702,224.0.0.251,5353,0,MDNS,1739168020,0,0.003314741,0.003314741,0.495191076,146,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,53116,224.0.0.251,5353,0,MDNS,1739168020,0,0.003579553,0.003579553,0.498770629,147,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,52414,224.0.0.251,5353,0,MDNS,1739168020,0,0.003765843,0.003765843,0.502536472,148,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,43613,224.0.0.251,5353,0,MDNS,1739168020,0,0.004037,0.004037,0.506573472,149,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,53674,224.0.0.251,5353,0,MDNS,1739168020,0,0.005351461,0.005351461,0.511924933,150,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,48197,224.0.0.251,5353,0,MDNS,1739168020,0,0.003014661,0.003014661,0.514939594,151,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.00449191,0.00449191,0.519431504,152,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,6.97E-05,6.97E-05,0.519501228,153,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,60170,224.0.0.251,5353,0,MDNS,1739168020,0,0.000260719,0.000260719,0.519761947,154,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.003837651,0.003837651,0.523599598,155,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,54305,224.0.0.251,5353,0,MDNS,1739168020,0,0.000529816,0.000529816,0.524129414,156,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,54224,224.0.0.251,5353,0,MDNS,1739168020,0,0.004316939,0.004316939,0.528446353,157,82,82,68,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,46424,224.0.0.251,5353,0,MDNS,1739168020,0,0.003689159,0.003689159,0.532135512,158,89,89,75,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,57287,224.0.0.251,5353,0,MDNS,1739168020,0,0.003845452,0.003845452,0.535980964,159,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,50149,224.0.0.251,5353,0,MDNS,1739168020,0,0.003794932,0.003794932,0.539775896,160,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,50856,224.0.0.251,5353,0,MDNS,1739168020,0,0.003964169,0.003964169,0.543740065,161,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,52891,224.0.0.251,5353,0,MDNS,1739168020,0,0.003921335,0.003921335,0.5476614,162,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.003995378,0.003995378,0.551656778,163,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,4.30E-05,4.30E-05,0.551699773,164,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,1.66E-05,1.66E-05,0.551716381,165,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,58124,224.0.0.251,5353,0,MDNS,1739168020,0,0.00056093,0.00056093,0.552277311,166,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,49998,224.0.0.251,5353,0,MDNS,1739168020,0,0.003552362,0.003552362,0.555829673,167,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,48963,224.0.0.251,5353,0,MDNS,1739168020,0,0.003575696,0.003575696,0.559405369,168,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,43344,224.0.0.251,5353,0,MDNS,1739168020,0,0.003922586,0.003922586,0.563327955,169,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,38823,224.0.0.251,5353,0,MDNS,1739168020,0,0.004890579,0.004890579,0.568218534,170,82,82,68,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,35461,224.0.0.251,5353,0,MDNS,1739168020,0,0.003635035,0.003635035,0.571853569,171,89,89,75,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,36424,224.0.0.251,5353,0,MDNS,1739168020,0,0.003548107,0.003548107,0.575401676,172,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,35489,224.0.0.251,5353,0,MDNS,1739168020,0,0.003642492,0.003642492,0.579044168,173,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,48043,224.0.0.251,5353,0,MDNS,1739168020,0,0.003663336,0.003663336,0.582707504,174,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.00458479,0.00458479,0.587292294,175,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.000125767,0.000125767,0.587418061,176,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,5.44E-05,5.44E-05,0.587472436,177,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,46661,224.0.0.251,5353,0,MDNS,1739168020,0,0.001396684,0.001396684,0.58886912,178,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,51873,224.0.0.251,5353,0,MDNS,1739168020,0,0.004159125,0.004159125,0.593028245,179,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168020,0,0.002316044,0.002316044,0.595344289,180,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,59570,224.0.0.251,5353,0,MDNS,1739168020,0,0.001860808,0.001860808,0.597205097,181,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,45728,224.0.0.251,5353,0,MDNS,1739168020,0,0.005252517,0.005252517,0.602457614,182,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168020,0,0.000333298,0.000333298,0.602790912,183,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,35838,224.0.0.251,5353,0,MDNS,1739168020,0,0.003523635,0.003523635,0.606314547,184,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,AzureWaveTec_ac:ae:79,0,0,ARP,1739168020,0,0.003256233,0.003256233,0.60957078,185,60,60,0,0,11:43:40,0,0,0,0,0,0,6,4,normal
192.168.0.111,40763,224.0.0.251,5353,0,MDNS,1739168020,0,0.000182525,0.000182525,0.609753305,186,82,82,68,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,39681,224.0.0.251,5353,0,MDNS,1739168020,0,0.003294342,0.003294342,0.613047647,187,89,89,75,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.002728754,0.002728754,0.615776401,188,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,59742,224.0.0.251,5353,0,MDNS,1739168020,0,0.00249751,0.00249751,0.618273911,189,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
fe80::f2a7:31ff:fef9:bb26,0,ff02::fb,0,0,ICMPv6,1739168020,0,0.000753619,0.000753619,0.61902753,190,90,90,0,0,11:43:40,0,6,0,0,0,0,0,0,normal
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.001458361,0.001458361,0.620485891,191,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,1.67E-05,1.67E-05,0.620502581,192,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,50039,224.0.0.251,5353,0,MDNS,1739168020,0,0.001994731,0.001994731,0.622497312,193,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,56298,224.0.0.251,5353,0,MDNS,1739168020,0,0.004375895,0.004375895,0.626873207,194,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,56800,224.0.0.251,5353,0,MDNS,1739168020,0,0.006152599,0.006152599,0.633025806,195,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
fe80::b175:afcf:dca9:1613,0,ff02::16,0,0,ICMPv6,1739168020,0,0.007454524,0.007454524,0.64048033,196,90,90,0,0,11:43:40,0,6,0,0,0,0,0,0,normal
192.168.0.111,52826,224.0.0.251,5353,0,MDNS,1739168020,0,0.000782901,0.000782901,0.641263231,197,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,48276,224.0.0.251,5353,0,MDNS,1739168020,0,0.005169147,0.005169147,0.646432378,198,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.000958362,0.000958362,0.64739074,199,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.000140225,0.000140225,0.647530965,200,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.002116816,0.002116816,0.649647781,201,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,33353,224.0.0.251,5353,0,MDNS,1739168020,0,0.003350378,0.003350378,0.652998159,202,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,45805,224.0.0.251,5353,0,MDNS,1739168020,0,0.004444399,0.004444399,0.657442558,203,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,47877,224.0.0.251,5353,0,MDNS,1739168020,0,0.003785525,0.003785525,0.661228083,204,82,82,68,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,54979,224.0.0.251,5353,0,MDNS,1739168020,0,0.004337244,0.004337244,0.665565327,205,89,89,75,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,44744,224.0.0.251,5353,0,MDNS,1739168020,0,0.004411979,0.004411979,0.669977306,206,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,41019,224.0.0.251,5353,0,MDNS,1739168020,0,0.003704646,0.003704646,0.673681952,207,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,35417,224.0.0.251,5353,0,MDNS,1739168020,0,0.003680851,0.003680851,0.677362803,208,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.002986552,0.002986552,0.680349355,209,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.000120501,0.000120501,0.680469856,210,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.000911407,0.000911407,0.681381263,211,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,38193,224.0.0.251,5353,0,MDNS,1739168020,0,0.000759073,0.000759073,0.682140336,212,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,47196,224.0.0.251,5353,0,MDNS,1739168020,0,0.007804196,0.007804196,0.689944532,213,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,50364,224.0.0.251,5353,0,MDNS,1739168020,0,0.004927492,0.004927492,0.694872024,214,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,44370,224.0.0.251,5353,0,MDNS,1739168020,0,0.00555999,0.00555999,0.700432014,215,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,46137,224.0.0.251,5353,0,MDNS,1739168020,0,0.004686622,0.004686622,0.705118636,216,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,39672,224.0.0.251,5353,0,MDNS,1739168020,0,0.003831963,0.003831963,0.708950599,217,82,82,68,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.002374733,0.002374733,0.711325332,218,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,40353,224.0.0.251,5353,0,MDNS,1739168020,0,0.001041136,0.001041136,0.712366468,219,89,89,75,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168020,0,0.002248348,0.002248348,0.714614816,220,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.001632654,0.001632654,0.71624747,221,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,2.79E-05,2.79E-05,0.716275405,222,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,42975,224.0.0.251,5353,0,MDNS,1739168020,0,0.00148459,0.00148459,0.717759995,223,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168020,0,0.002790511,0.002790511,0.720550506,224,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,50167,224.0.0.251,5353,0,MDNS,1739168020,0,0.000938207,0.000938207,0.721488713,225,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168020,0,0.000752324,0.000752324,0.722241037,226,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,35142,224.0.0.251,5353,0,MDNS,1739168020,0,0.002704233,0.002704233,0.72494527,227,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,40650,224.0.0.251,5353,0,MDNS,1739168020,0,0.00533006,0.00533006,0.73027533,228,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,39313,224.0.0.251,5353,0,MDNS,1739168020,0,0.00924986,0.00924986,0.73952519,229,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,42783,224.0.0.251,5353,0,MDNS,1739168020,0,0.005183695,0.005183695,0.744708885,230,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.00386476,0.00386476,0.748573645,231,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,3.26E-05,3.26E-05,0.748606221,232,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,4.40E-06,4.40E-06,0.748610617,233,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,42193,224.0.0.251,5353,0,MDNS,1739168020,0,0.003193272,0.003193272,0.751803889,234,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,40591,224.0.0.251,5353,0,MDNS,1739168020,0,0.004197491,0.004197491,0.75600138,235,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,53870,224.0.0.251,5353,0,MDNS,1739168020,0,0.003653439,0.003653439,0.759654819,236,82,82,68,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,57362,224.0.0.251,5353,0,MDNS,1739168020,0,0.003530682,0.003530682,0.763185501,237,89,89,75,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,38729,224.0.0.251,5353,0,MDNS,1739168020,0,0.006374406,0.006374406,0.769559907,238,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.006472133,0.006472133,0.77603204,239,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,3.96E-05,3.96E-05,0.776071609,240,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,5.43E-06,5.43E-06,0.776077041,241,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,53603,224.0.0.251,5353,0,MDNS,1739168020,0,0.000257671,0.000257671,0.776334712,242,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64788,20.42.73.29,443,0,TCP,1739168020,0,0.001063341,0.001063341,0.777398053,243,66,66,52,128,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64788,20.42.73.29,443,0,TCP,1739168020,0,2.65E-05,2.65E-05,0.777424544,244,66,66,52,127,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,44866,224.0.0.251,5353,0,MDNS,1739168020,0,0.0093522,0.0093522,0.786776744,245,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,45881,224.0.0.251,5353,0,MDNS,1739168020,0,0.005572686,0.005572686,0.79234943,246,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,48278,224.0.0.251,5353,0,MDNS,1739168020,0,0.005513339,0.005513339,0.797862769,247,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,39498,224.0.0.251,5353,0,MDNS,1739168020,0,0.006567885,0.006567885,0.804430654,248,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.003253009,0.003253009,0.807683663,249,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,43868,224.0.0.251,5353,0,MDNS,1739168020,0,0.001220013,0.001220013,0.808903676,250,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.00364498,0.00364498,0.812548656,251,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,8.71E-05,8.71E-05,0.81263575,252,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,40292,224.0.0.251,5353,0,MDNS,1739168020,0,0.000212488,0.000212488,0.812848238,253,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,33771,224.0.0.251,5353,0,MDNS,1739168020,0,0.006848803,0.006848803,0.819697041,254,82,82,68,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,49159,224.0.0.251,5353,0,MDNS,1739168020,0,0.006985508,0.006985508,0.826682549,255,89,89,75,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,44918,224.0.0.251,5353,0,MDNS,1739168020,0,0.006469654,0.006469654,0.833152203,256,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,33642,224.0.0.251,5353,0,MDNS,1739168020,0,0.004906423,0.004906423,0.838058626,257,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.001895191,0.001895191,0.839953817,258,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,1.36E-05,1.36E-05,0.8399674,259,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,3.05E-06,3.05E-06,0.839970445,260,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,50270,224.0.0.251,5353,0,MDNS,1739168020,0,0.001938353,0.001938353,0.841908798,261,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,46664,224.0.0.251,5353,0,MDNS,1739168020,0,0.003379792,0.003379792,0.84528859,262,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,35258,224.0.0.251,5353,0,MDNS,1739168020,0,0.003295978,0.003295978,0.848584568,263,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,58812,224.0.0.251,5353,0,MDNS,1739168020,0,0.003750309,0.003750309,0.852334877,264,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,50257,224.0.0.251,5353,0,MDNS,1739168020,0,0.003917088,0.003917088,0.856251965,265,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,34925,224.0.0.251,5353,0,MDNS,1739168020,0,0.003798309,0.003798309,0.860050274,266,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,45438,224.0.0.251,5353,0,MDNS,1739168020,0,0.003841672,0.003841672,0.863891946,267,82,82,68,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,46566,224.0.0.251,5353,0,MDNS,1739168020,0,0.005329863,0.005329863,0.869221809,268,89,89,75,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.002356568,0.002356568,0.871578377,269,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.000119636,0.000119636,0.871698013,270,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,2.16E-05,2.16E-05,0.871719614,271,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,50776,224.0.0.251,5353,0,MDNS,1739168020,0,0.00521137,0.00521137,0.876930984,272,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,41362,224.0.0.251,5353,0,MDNS,1739168020,0,0.004247181,0.004247181,0.881178165,273,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,34658,224.0.0.251,5353,0,MDNS,1739168020,0,0.004230613,0.004230613,0.885408778,274,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,34060,224.0.0.251,5353,0,MDNS,1739168020,0,0.003977899,0.003977899,0.889386677,275,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,51083,224.0.0.251,5353,0,MDNS,1739168020,0,0.004556116,0.004556116,0.893942793,276,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,55564,224.0.0.251,5353,0,MDNS,1739168020,0,0.006581949,0.006581949,0.900524742,277,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.003545115,0.003545115,0.904069857,278,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,2.09E-05,2.09E-05,0.904090781,279,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,58793,224.0.0.251,5353,0,MDNS,1739168020,0,0.002691349,0.002691349,0.90678213,280,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.002604584,0.002604584,0.909386714,281,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,33069,224.0.0.251,5353,0,MDNS,1739168020,0,0.002710079,0.002710079,0.912096793,282,85,85,71,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,53163,224.0.0.251,5353,0,MDNS,1739168020,0,0.007396393,0.007396393,0.919493186,283,82,82,68,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,36404,224.0.0.251,5353,0,MDNS,1739168020,0,0.008636406,0.008636406,0.928129592,284,89,89,75,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,55649,224.0.0.251,5353,0,MDNS,1739168020,0,0.006718567,0.006718567,0.934848159,285,92,92,78,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.000874532,0.000874532,0.935722691,286,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,2.53E-05,2.53E-05,0.935747993,287,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.003287253,0.003287253,0.939035246,288,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,48008,224.0.0.251,5353,0,MDNS,1739168020,0,0.003225454,0.003225454,0.9422607,289,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,43363,224.0.0.251,5353,0,MDNS,1739168020,0,0.006369124,0.006369124,0.948629824,290,87,87,73,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,52171,224.0.0.251,5353,0,MDNS,1739168020,0,0.005662063,0.005662063,0.954291887,291,88,88,74,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,34400,224.0.0.251,5353,0,MDNS,1739168020,0,0.004630546,0.004630546,0.958922433,292,71,71,57,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,57796,224.0.0.251,5353,0,MDNS,1739168020,0,0.006198175,0.006198175,0.965120608,293,81,81,67,1,11:43:40,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.002495182,0.002495182,0.96761579,294,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168020,0,0.004134089,0.004134089,0.971749879,295,42,42,0,0,11:43:40,0,0,0,0,0,0,6,4,anomaly
